	[]
29706891	['small cell lung cancer', 'prostate cancer', 'myelodysplastic', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'myelodysplastic syndromes', 'acute myeloid leukaemia', 'renal cell carcinoma', 'prostate adenocarcinoma', 'myelodysplastic syndrome', 'renal cancer', 'renal carcinoma', 'lung cancer']
27553392	['breast carcinoma', 'multiple myeloma', 'breast cancer', 'chronic lymphocytic leukemia', 'diffuse large b-cell lymphoma', 'leukemia', 'b-cell lymphoma', 'lymphoma', 'myeloma']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'renal cell carcinoma']
27553392	['squamous carcinoma', 'breast carcinoma', 'breast cancer', 'tubular carcinoma', 'lung cancer']
22574198	['sarcoma', 'breast carcinoma', 'multiple myeloma', 'prostate cancer', 'ovarian cancer', 'breast cancer', 'osteosarcoma', 'thyroid cancer', 'mammary tumor', 'melanoma', 'myeloma', 'lung cancer']
30979792	['sarcoma', 'chronic myelogenous leukemia', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'prostate cancer', 'melanoma', 'neuroblastoma', 'leukemia', 'colorectal cancer', 'rectal cancer', 'myelogenous leukemia', 'malignant melanoma', 'lung cancer']
27553392	['breast carcinoma', 'breast cancer', 'nasopharyngeal carcinoma', 'lymphoma', 'burkitt lymphoma', 'gastric carcinoma']
29706891	['prostate cancer', 'bladder cancer', 'renal cancer', 'testicular cancer', 'renal cell carcinoma']
23925389	['follicular lymphoma', 'gastrointestinal', 'breast cancer', 'mantle cell lymphoma', 'plasmablastic lymphoma', 'diffuse large b-cell lymphoma', 'anaplastic large cell lymphoma', 'epithelioma', 'b-cell lymphoma', 'gastric adenocarcinoma', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'malt lymphoma', 'gastric cancer', 'gastric carcinoma']
27553392	['breast angiosarcoma', 'squamous carcinoma', 'sarcoma', 'breast carcinoma', 'squamous cell carcinoma', 'breast cancer', 'invasive lobular carcinoma', 'angiosarcoma']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'renal cell carcinoma', 'papillary renal cell carcinoma', 'ovarian cancer']
27553392	['breast angiosarcoma', 'ovarian carcinoma', 'sarcoma', 'breast carcinoma', 'skin cancer', 'breast cancer', 'invasive lobular carcinoma', 'mammary neoplasm', 'primary breast cancer', 'angiosarcoma']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'bladder cancer', 'mesothelioma', 'rectal cancer', 'malignant mesothelioma', 'colorectal cancer', 'melanoma', 'renal cell carcinoma', 'renal carcinoma']
23925389	['gastric cancer', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'neuroendocrine tumor', 'plasmablastic lymphoma', 'mantle cell lymphoma', 'gastrointestinal stromal tumor', 'diffuse large b-cell lymphoma', 'anaplastic large cell lymphoma', 'gastrointestinal stromal tumors', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'pancreatic neuroendocrine tumors', 'follicular lymphoma', 'gastric carcinoma']
31874105	['lymphoblastic leukemia', 'small cell lung cancer', 'hepatocellular carcinoma', 'acute lymphoblastic leukemia', 'breast cancer', 'neuroblastoma', 'pancreatic tumor', 'leukemia', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', ' aml ', 'lung adenocarcinoma', 'lung cancer']
22778956	['sarcoma', 'liposarcoma', 'dermatofibrosarcoma protuberans', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'rhabdomyosarcoma', 'synovial sarcoma', 'gastrointestinal stromal tumor', 'gastrointestinal stromal tumors', 'malignant fibrous histiocytoma', 'gastrointestinal stromal tumour', 'soft tissue sarcoma', 'histiocytoma', 'lung adenocarcinoma']
29706891	['prostate cancer', 'transitional cell carcinoma', 'bladder transitional cell carcinoma', 'renal cell carcinoma', 'renal clear cell carcinoma']
25010414	['glioma', 'gastrointestinal', 'malignant glioma', 'mammary tumor', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'gastric cancer', 'lung cancer']
23925389	['sarcoma', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'gastrointestinal stromal tumor', 'gastrointestinal stromal tumors', 'gastric adenocarcinoma', 'sarcomatoid carcinoma']
27553392	['breast carcinoma', 'adenoid cystic carcinoma', 'ductal carcinoma in situ', 'dcis', 'breast cancer', 'primary breast cancer']
31874105	['small cell lung cancer', 'pancreatic cancer', 'neuroendocrine tumor', 'lung cancer']
29706891	['prostate cancer', 'germ cell tumor', 'germ cell tumors', 'lymphoma', 'renal carcinoma', 'renal cancer', 'cervical cancer', 'ovarian cancer']
27553392	['carcinoma of breast', 'squamous carcinoma', 'breast carcinoma', 'ductal carcinoma in situ', 'dcis', 'breast cancer', 'male breast cancer', 'invasive lobular carcinoma']
32316322	['small cell lung cancer', 'sarcoma', 'hepatocellular carcinoma', 'nsclc', 'malignant pleural mesothelioma', 'mesothelioma', 'liver cancer', 'leukemia', 'epithelioma', 'non-small cell lung cancer', 'lung carcinoma', 'hepatoma', 'lung adenocarcinoma', 'lung cancer']
29706891	['prostate cancer', 'myelodysplastic', 'germ cell tumor', 'bladder cancer', 'myelodysplastic syndrome', 'renal cell carcinoma', 'renal carcinoma']
27553392	['sarcoma', 'breast carcinoma', 'ductal carcinoma in situ', 'adolescents', 'breast cancer', 'breast ductal carcinoma', 'lymphoma', 'primary breast cancer']
23925389	['sarcoma', 'hepatocellular carcinoma', 'Gastrointestinal stromal tumor', 'malignant neoplasm', 'gastrointestinal', 'synovial sarcoma', 'gastrointestinal stromal tumor', 'neurofibroma', 'ampullary carcinoma', 'gastrointestinal stromal tumors', 'colorectal adenocarcinoma', 'endometrial adenocarcinoma', 'lymphoma', 'leiomyosarcoma', 'gastrointestinal stromal tumour', 'soft tissue sarcoma', 'rectal adenocarcinoma']
32316322	['nsclc', 'retinoblastoma', 'lung cancer']
29706891	['prostate cancer', 'myelodysplastic', 'breast cancer', 'bladder cancer', 'myelodysplastic syndrome', 'renal cell carcinoma', 'renal carcinoma']
25010414	['gastrointestinal', 'astrocytomas', 'leukemia', 'malignant astrocytoma', 'astrocytoma', 'colorectal cancer', 'rectal cancer', 'glioblastoma', 'gastric cancer', 'lung cancer']
27553392	['breast carcinoma', 'adolescents', 'breast cancer', 'renal cell carcinoma', 'primary breast cancer']
32316322	[' rb ', 'squamous cell carcinoma', 'nsclc', 'non-small cell lung carcinoma', 'lung carcinoma', 'lung squamous cell carcinoma', 'lung adenocarcinoma', 'lung cancer']
27553392	['breast angiosarcoma', 'sarcoma', 'liposarcoma', 'breast carcinoma', 'rhabdomyosarcoma', 'breast cancer', 'osteosarcoma', 'primary breast cancer', 'angiosarcoma']
22778956	['sarcoma', 'Gastrointestinal stromal tumor', 'gastrointestinal', 'squamous cell cancer', 'rhabdomyosarcoma', 'gastrointestinal stromal tumor', 'hemangiosarcoma', 'gastrointestinal stromal tumors', 'childhood rhabdomyosarcoma', 'leiomyosarcoma', 'gastrointestinal stromal tumour', 'soft tissue sarcoma', 'alveolar rhabdomyosarcoma', 'angiosarcoma']
23925389	['sarcoma', 'squamous cell carcinoma', 'malignant tumor', 'gastrointestinal', 'rhabdomyosarcoma', 'thyroid cancer', 'renal cell carcinoma', 'lymphoma', 'leiomyosarcoma', 'gastrointestinal stromal tumour', 'melanoma', 'epidermoid carcinoma', 'lung squamous cell carcinoma']
30112445	['sarcoma', 'bladder cancer']
27553392	['sarcoma', 'liposarcoma', 'breast carcinoma', 'dcis', 'breast cancer']
30112445	['bladder cancer']
32316322	[' rb ', 'squamous cell carcinoma', 'nsclc', 'non-small cell lung carcinoma', 'lung carcinoma', 'lung squamous cell carcinoma', 'lung adenocarcinoma', 'lung cancer']
33283287	['lung cancer']
32316322	['squamous cell carcinoma', 'nsclc', 'non-small cell lung carcinoma', 'lung carcinoma', 'lung squamous cell carcinoma', 'lung adenocarcinoma']
27553392	['glioma', 'breast carcinoma', 'gastrointestinal', 'dcis', 'paraganglioma', 'breast cancer', 'thyroid cancer', 'renal cell carcinoma', 'mammary carcinoma', 'gastrointestinal stromal tumour', 'pituitary adenoma', 'pheochromocytoma', 'sebaceous carcinoma', 'medullary thyroid carcinoma']
32570870	['sarcoma', 'renal cell cancer', 'breast cancer', 'melanoma', 'hepatoma', ' rcc ', 'lung cancer', 'colon carcinoma', 'prostate cancer', 'rectal cancer', 'renal cell carcinoma', 'colon cancer', 'lymphoma', 'renal cancer', 'cervical cancer', 'clear cell renal cell carcinoma', 'colorectal cancer', 'pancreatic cancer', 'glioblastoma']
30979792	['renal cell cancer', 'breast cancer', 'lung cancer', 'myeloid leukemia', 'colorectal cancer', 'leukemia', 'rectal cancer', 'chronic myeloid leukemia', 'melanoma', 'glioblastoma', 'lung adenocarcinoma', 'pancreatic ductal adenocarcinoma']
25363776	['epidermoid carcinoma', 'gastric cancer', 'gastrointestinal']
33187148	['sarcoma', 'squamous cell carcinoma', 'endometrial cancer', 'breast cancer', 'bladder cancer', 'nasopharyngeal carcinoma', 'melanoma', 'lung adenocarcinoma', 'colon carcinoma', 'glioma', 'prostate cancer', 'endometrial ca', 'osteosarcoma', 'langerhans cell', 'gallbladder cancer', 'glioblastoma', 'lymphoma', 'cervical cancer', 'hepatocellular carcinoma', 'pancreas adenocarcinoma', 'pituitary adenoma', 'gastric cancer']
27553392	['sarcoma', 'thyroid neoplasm', 'follicular carcinoma', 'diffuse large b-cell lymphoma', 'thyroid cancer', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'burkitt lymphoma', 'melanoma', 'renal cell carcinoma']
33187148	['cholangiocarcinoma', 'squamous cell carcinoma', 'breast cancer', 'bladder cancer', 'non-small cell lung carcinoma', 'melanoma', 'lung adenocarcinoma', 'lung cancer', 'ovarian carcinoma', 'glioma', 'prostate cancer', 'oral squamous cell carcinoma', 'nsclc', 'colon cancer', 'thyroid cancer', 'lymphoma', 'cervical cancer', 'hepatocellular carcinoma', 'pancreas adenocarcinoma', 'lung carcinoma', 'glioblastoma', 'gastric cancer']
23925389	['sarcoma', 'malignant tumor', 'gastrointestinal', 'rhabdomyosarcoma', 'neuroendocrine tumor', 'follicular carcinoma', 'carcinoids', 'neuroendocrine neoplasm', 'medullary carcinoma', 'anaplastic thyroid carcinoma', 'lymphoma', 'leiomyosarcoma', 'pancreatic neuroendocrine tumors', 'renal carcinoma']
33187148	['hepatocellular carcinoma', 'prostate cancer', 'cholangiocarcinoma', 'endometrial carcinoma', 'breast carcinoma', 'endometrial ca', 'breast cancer', 'nsclc', 'epithelial cancer', 'pancreatic cancer', 'metastatic cancer']
27553392	['gastrointestinal', 'carcinoids', 'diffuse large b-cell lymphoma', 'b-cell lymphoma', 'malt lymphoma', 'lymphoma', 'burkitt lymphoma', 'lung carcinoma', 'pituitary adenoma']
23925389	['sarcoma', 'neuroblastoma', 'melanoma', 'Gastrointestinal stromal tumor', 'gastrointestinal stromal tumor', 'pancreatic tumor', 'neurofibroma', 'uterine tumor', 'renal cell carcinoma', 'carcinosarcoma', 'adrenocortical carcinoma', 'adrenal cortical carcinoma', 'chondrosarcoma', 'malignant tumor', 'gastrointestinal', 'neuroendocrine tumor', 'mesothelioma', 'neuroendocrine neoplasm', 'pituitary adenoma', 'angiosarcoma']
22778956	['sarcoma', 'malignant peripheral nerve sheath tumor', 'malignant pleural mesothelioma', 'mesothelioma', 'lung cancer', 'neurofibroma', 'brain tumors', 'hemangiosarcoma', 'neuroblastoma', 'malignant mesothelioma', 'lymphoma', 'angiosarcoma']
23925389	['sarcoma', 'squamous cell carcinoma', 'mammary analogue secretory carcinoma', 'brain tumors', 'neuroblastoma', 'melanoma', 'epidermoid carcinoma', ' rcc ', 'paranasal sinus', 'hodgkin disease', 'renal cell carcinoma', 'carcinosarcoma', 'epithelial cancer', 'lymphoma', 'neck cancer', 'chondrosarcoma', 'malignant tumor', 'head and neck cancer', 'duct carcinoma', 'meningioma']
31874105	['breast cancer', 'neuroblastoma', 'myeloid leukemia', 'leukemia', 'acute myeloid leukemia', 'pancreatic ductal adenocarcinoma', 'retinoblastoma', 'lung adenocarcinoma', 'ovarian cancer', 'lung cancer', 'nsclc', 'pancreatic tumor', 'hepatic cancer', 'non-small cell lung cancer', 'rectal cancer', 'wilms tumor', 'malignant peripheral nerve sheath tumor', 'hepatocellular cancer', 'pancreatic adenocarcinoma', 'lymphoma', 'small cell lung cancer', 'chronic lymphocytic leukemia', 'burkitt lymphoma', 'colorectal cancer', 'pancreatic cancer']
27553392	['hepatocellular carcinoma', 'gastrointestinal', 'follicular carcinoma', 'carcinoids', 'medullary carcinoma', 'thyroid cancer', 'lung carcinoma', 'pituitary adenoma', 'adrenocortical carcinoma', 'medullary thyroid carcinoma']
31874105	['pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma', 'lung cancer']
23925389	['sarcoma', 'malignant neoplasm', 'adenoid cystic carcinoma', 'squamous cell carcinoma', 'carcinosarcoma', 'head and neck cancer', 'duct carcinoma', 'carcinoid tumor', 'salivary gland carcinoma', 'epidermoid carcinoma', 'neck cancer']
28062852	['hepatocellular carcinoma', 'dcis', 'breast cancer', 'colon cancer', 'gastric cancer', 'ovarian cancer']
27553392	['lymphoblastic leukemia', 'hepatocellular carcinoma', 'myeloma', 'cholangiocarcinoma', 'acute myeloid leukemia', 'gastrointestinal', 'acute lymphoblastic leukemia', 'multiple myeloma', 'myeloid leukemia', 'liver cancer', 'leukemia', 'epithelioma', 'lymphoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
28062852	['dcis', 'breast cancer', 'mammary carcinoma']
27553392	['lymphoblastic leukemia', 'hepatocellular carcinoma', 'multiple myeloma', 'urothelial cell carcinoma', 'acute lymphoblastic leukemia', 'myeloid leukemia', 'leukemia', 'rectal cancer', 'renal cell carcinoma', 'lymphoma', 'colorectal cancer', 'acute myeloid leukemia', 'myeloma']
28062852	['ductal carcinoma in situ', 'dcis', 'breast cancer', 'colorectal adenocarcinoma', 'mammary carcinoma', 'rectal adenocarcinoma', 'breast tumor', 'lung cancer']
23925389	['sarcoma', 'chondrosarcoma', 'squamous carcinoma', 'squamous cell carcinoma', 'laryngeal carcinoma', 'laryngeal squamous cell carcinoma', 'laryngeal cancer', 'leukemia', 'epithelioma', 'salivary gland carcinoma', 'gastric cancer', 'epithelioid hemangioendothelioma']
28062852	['breast cancer', 'hepatocellular carcinoma', 'ductal carcinoma in situ']
33362787	['hepatocellular carcinoma', 'pancreatic cancer', 'rectal cancer', 'lung carcinoma', 'colon adenocarcinoma', 'colorectal cancer', 'melanoma', 'cutaneous melanoma', 'cervical cancer', 'lung cancer']
33126517	['breast cancer', 'myeloid leukemia', 'leukemia', 'anaplastic large cell lymphoma', 'acute myeloid leukemia', 'colon carcinoma', 'medulloblastoma', 'chronic myeloid leukemia', 'rectal cancer', 'colon cancer', 'lymphoblastic leukaemia', 'lymphoma', 'acute lymphoblastic leukaemia', 'hepatocellular carcinoma', 'gastrointestinal', 'mantle cell lymphoma', 'chronic lymphocytic leukemia', 'diffuse large b-cell lymphoma', 'myeloproliferative neoplasm', 'b-cell lymphoma', 'colorectal cancer', 'mammary tumor']
33362787	['pancreatic ductal carcinoma', 'endometrial cancer', 'breast cancer', 'non-small cell lung carcinoma', 'melanoma', 'pancreatic ductal adenocarcinoma', 'breast tumor', 'lung cancer', 'chordoma', 'prostate cancer', 'endometrial ca', 'nsclc', 'pancreatic tumor', 'non-small cell lung cancer', 'rectal cancer', 'renal carcinoma', 'small cell lung cancer', 'colorectal cancer', 'lung carcinoma', 'glioblastoma']
27553392	['small cell lung cancer', 'squamous carcinoma', 'adenocarcinoma of the pancreas', 'squamous cell carcinoma', 'breast cancer', 'nsclc', 'mesothelioma', 'colon cancer', 'peritoneal mesothelioma', 'non-small cell lung cancer', 'malignant mesothelioma', 'non-small cell lung carcinoma', 'lung carcinoma', 'ductal adenocarcinoma of the pancreas', 'lung adenocarcinoma', 'lung cancer']
23925389	['head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'laryngeal carcinoma', 'oral squamous cell carcinoma', 'papillomatosis', 'oral cancer']
32570870	['glioma', 'brain glioma', 'prostate cancer', 'breast cancer', 'colon cancer', 'head and neck cancer', 'melanoma', 'neck cancer', 'cervical cancer', 'lung cancer']
25363776	['gastrointestinal']
23925389	['oral squamous cell carcinoma', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'gastric carcinoma']
27553392	['sarcoma', 'hepatocellular carcinoma', 'adenocarcinoma of the pancreas', 'squamous cell carcinoma', 'breast carcinoma', 'histiocytosis', 'breast cancer', 'melanoma', 'metastatic cancer', 'neuroendocrine neoplasm', 'osteosarcoma', 'cervical adenocarcinoma', 'gastric adenocarcinoma', 'pancreatic cancer', 'ductal adenocarcinoma of the pancreas', 'cervical cancer', 'endocervical adenocarcinoma']
33362787	['glioma', 'sarcoma', 'inflammatory breast cancer', 'breast cancer', 'melanoma', 'bladder cancer', 'pancreatic tumor', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'colon carcinoma']
29296022	['colorectal cancer', 'rectal cancer', 'sarcoma', 'prostate cancer']
22778956	['sarcoma', 'synovial sarcoma', 'transitional cell carcinoma', 'neuroblastoma', 'clear cell sarcoma', 'malignant melanoma of soft parts', 'bladder transitional cell carcinoma', 'melanoma', 'malignant melanoma']
29296022	['sarcoma', 'prostate cancer', 'epithelial cancer', 'colorectal cancer', 'rectal cancer', 'colon adenocarcinoma']
27553392	['sarcoma', 'hepatocellular carcinoma', 'oropharyngeal cancer', 'squamous cell carcinoma', 'bladder carcinoma', 'malignant neoplasm', 'breast cancer', 'osteosarcoma', 'mesothelioma', 'pharyngeal cancer', 'cervical adenocarcinoma', 'malignant mesothelioma', 'primary breast cancer', 'oral cancer', 'lung adenocarcinoma', 'endocervical adenocarcinoma']
27273737	['hepatocellular carcinoma', 'breast cancer', 'leukemia', 'glioblastoma', 'primary breast cancer', 'lung cancer']
27553392	['ovarian carcinoma', 'sarcoma', 'leiomyosarcomas', 'breast cancer', 'melanoma', 'uterine sarcoma', 'uveal melanoma', 'leiomyosarcoma', 'endometrial stromal sarcoma', 'primary breast cancer', 'pancreatic acinar cell carcinoma', 'cervical cancer', 'ovarian cancer']
33362787	['prostate cancer', 'endometrial cancer', 'gastrointestinal', 'nsclc', 'endometrial ca', 'breast cancer', 'bladder cancer', 'rectal cancer', 'glioblastoma', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung cancer']
